Average Delta Code Per Readout,Baseline Accuracy,Optical Accuracy,Difference Distribution Std Dev,Timecode
16.277814285713703,0.988,0.59,3.32514800702961,2021-12-22_125557
68.85747857142916,0.988,0.59,3.4500359797427116,2021-12-22_132903
46.15787142857594,0.988,0.36,3.40196004700545,2021-12-22_140225
74.57271428571437,0.988,0.41,3.4510322531580258,2021-12-22_143537
38.0741785714298,0.988,0.34,3.5851056438940025,2021-12-22_151358
-288.2085142857144,0.988,0.11,3.7085547175858267,2021-12-22_155741
1194.2732500000013,0.988,0.96,6.066181360509656,2021-12-22_165540
118.47277142857055,0.988,0.88,3.254270689159748,2021-12-22_172951
-454.10102857142766,0.988,0.11,3.1752130158068845,2021-12-22_180258
331.69230714285516,0.988,0.29,3.7498986122617195,2021-12-22_190201
-203.21991428571062,0.988,0.11,3.8314017059622176,2021-12-22_193504
420.1577214285692,0.988,0.97,3.3334968418883344,2021-12-22_205447
-567.8670357142864,0.988,0.11,3.075556998615752,2021-12-22_212757
2940.8634500000003,0.988,0.12,7.159389543880896,2021-12-22_220050
159.35302142857208,0.988,0.9,3.3192736486213104,2021-12-22_223358
-319.7674214285717,0.988,0.11,3.054932084825095,2021-12-22_230729
383.72792142856986,0.988,0.5,4.090230465208081,2021-12-22_234616
-386.9639857142852,0.988,0.11,3.5855622378547616,2021-12-23_001943
351.6679357142865,0.988,0.24,4.327814771934399,2021-12-23_013426
-172.12592142857034,0.988,0.11,2.787983790775288,2021-12-23_022256
564.9222000000029,0.988,0.98,3.9709175439829427,2021-12-23_025613
199.07987142857274,0.988,0.94,3.2465426723843493,2021-12-23_032918
-238.5951999999989,0.988,0.11,3.015764488350018,2021-12-23_040214
332.11937857142857,0.988,0.87,3.8853954481004824,2021-12-23_043538
228.93419999999907,0.988,0.87,2.8579721535428333,2021-12-23_050852
-314.86635714285615,0.988,0.11,2.9814637537411874,2021-12-23_054158
-10.1428785714286,0.988,0.13,3.9258596764051745,2021-12-23_062014
309.07227142857096,0.988,0.47,3.7200058770278863,2021-12-23_065319
-335.13683571428544,0.988,0.11,3.2225995236456466,2021-12-23_072649
402.50102857142747,0.988,0.96,3.159735612392065,2021-12-23_084631
-369.07568571428664,0.988,0.11,2.90621528466055,2021-12-23_092000
600.7304500000018,0.988,0.97,4.364782573032131,2021-12-23_095314
249.45937142857437,0.988,0.96,3.325653450440767,2021-12-23_102637
-370.5595571428589,0.988,0.11,2.9973703111428898,2021-12-23_105943
399.17762857142884,0.988,0.31,4.314503423518743,2021-12-23_113807
-528.6960071428588,0.988,0.11,3.7505154108293532,2021-12-23_121147
422.6617857142864,0.988,0.43,4.059605554511734,2021-12-23_125516
-270.8912857142863,0.988,0.11,4.141465528722413,2021-12-23_132905
-64.00420000000089,0.988,0.21,4.64370937773217,2021-12-23_140202
357.3814428571437,0.988,1.0,3.6824166371804785,2021-12-23_152139
278.2560928571427,0.988,0.79,3.2473066445651075,2021-12-23_155508
-199.84657857142923,0.988,0.11,2.888378738006638,2021-12-23_162809
-47.410114285713775,0.988,0.83,3.4529110528575915,2021-12-23_170127
392.2173571428569,0.988,0.45,3.141542255928528,2021-12-23_173441
334.30432142857313,0.988,0.82,5.0179508941397435,2021-12-23_182845
246.29700000000042,0.988,0.19,3.5092899520600667,2021-12-23_190200
145.79550714285756,0.988,0.97,3.3069378843989643,2021-12-23_201132
339.4513785714303,0.988,0.89,3.1425169176741017,2021-12-23_204515
-60.44239285714155,0.988,0.82,16.165481881684798,2021-12-23_211815
46.025450000001,0.988,0.97,3.2271959416869467,2021-12-23_215126
257.5742071428574,0.988,0.34,3.5810147315590277,2021-12-23_222437
-279.28661428571456,0.988,0.11,2.935195193297209,2021-12-23_225737
-46.39188571428577,0.988,0.8,3.4575665676231613,2021-12-23_233057
458.43997857142824,0.988,0.46,3.0397474412731755,2021-12-24_000435
-54.92545000000034,0.988,0.27,3.9841273857019743,2021-12-24_005818
324.0837714285729,0.988,0.3,3.563556359604558,2021-12-24_013115
122.37276428571334,0.988,0.21,5.543500798534614,2021-12-24_022958
127.05217142856982,0.988,0.86,3.2420348377188164,2021-12-24_030302
-236.69754285714274,0.988,0.11,3.2513517937733996,2021-12-24_033602
-9.740807142858674,0.988,0.95,3.636110891082824,2021-12-24_040908
108.20495000000167,0.988,0.53,3.2398804597777007,2021-12-24_044212
-149.1930214285701,0.988,0.11,3.1692836900361896,2021-12-24_051515
-18.79478571428862,0.988,0.92,3.663379317176021,2021-12-24_054854
109.1412785714282,0.988,0.36,3.177055357597623,2021-12-24_062200
-107.38580714285635,0.988,0.11,3.420799217184157,2021-12-24_065505
0.5765357142861165,0.988,0.85,4.220604799874692,2021-12-24_072824
4.467078571427697,0.988,0.15,3.5015608612381994,2021-12-24_080159
61.959914285715264,0.988,0.13,7.886716425408075,2021-12-24_083458
-57.293064285714,0.988,0.15,3.7091399999139956,2021-12-24_093925
-151.84912857142984,0.988,0.11,3.416969881934879,2021-12-24_102254
461.5230000000001,0.988,1.0,4.46532389267794,2021-12-24_105601
108.71710714285675,0.988,0.8,3.1641531825936973,2021-12-24_112916
-108.25222857142764,0.988,0.11,3.229938439924086,2021-12-24_120242
80.5819571428544,0.988,0.95,4.337393393883688,2021-12-24_123540
192.2173071428572,0.988,0.49,3.288613365685158,2021-12-24_130822
-148.60943571428402,0.988,0.11,3.2785339358364465,2021-12-24_134129
-38.7490071428574,0.988,0.68,4.266601597587229,2021-12-24_141943
262.89415714285667,0.988,0.35,3.2252017513846707,2021-12-24_145259
-178.8995785714302,0.988,0.11,3.648023572101425,2021-12-24_152605
-73.75975000000274,0.988,0.16,4.269168301317688,2021-12-24_155917
222.49845714285738,0.988,0.24,3.451594096553175,2021-12-24_163302
142.90000000000185,0.988,0.96,3.7755775733766543,2021-12-24_174244
293.2840357142848,0.988,0.94,3.2939943170680084,2021-12-24_181558
-164.95007857142969,0.988,0.12,21.042224009001007,2021-12-24_185410
1.4054000000013211,0.988,0.98,3.5339135745660433,2021-12-24_192716
366.5341571428538,0.988,0.76,3.2931554978537947,2021-12-24_200018
-208.44823571428358,0.988,0.11,3.7196849715260307,2021-12-24_203328
3.506007142856398,0.988,0.77,3.8524556472981355,2021-12-24_210714
283.8479428571425,0.988,0.34,3.3341746166048365,2021-12-24_214021
-163.23417857142795,0.988,0.11,3.385494414653395,2021-12-24_221327
29.100721428570196,0.988,0.62,3.895871374174409,2021-12-24_225140
334.6248571428561,0.988,0.28,3.4186788204093586,2021-12-24_232435
-190.78350714285534,0.988,0.11,4.882407642332017,2021-12-24_235732
426.5159857142859,0.988,0.96,3.2364885333844637,2021-12-25_010141
-302.03059285714187,0.988,0.11,3.2781449728885517,2021-12-25_013440
284.794035714288,0.988,0.96,6.628613800182732,2021-12-25_020756
47.71940000000008,0.988,0.46,3.2619211806875374,2021-12-25_024050
91.39577857143026,0.988,0.32,3.5894626082569085,2021-12-25_031402
-23.08586428571349,0.988,0.55,4.3359960535031865,2021-12-25_040243
304.00202857142847,0.988,0.49,3.1849652705141445,2021-12-25_043539
-112.11956428571511,0.988,0.11,3.5887228217049434,2021-12-25_050856
-56.59287142857128,0.988,0.14,4.114700561790792,2021-12-25_060304
-254.28357857142868,0.988,0.11,3.0497216332769272,2021-12-25_065709
365.2541785714277,0.988,0.97,4.598412107662295,2021-12-25_073525
156.2256285714293,0.988,0.86,3.2792996576409394,2021-12-25_080829
23.583678571428525,0.988,0.36,3.1246368972440104,2021-12-25_084131
114.81674999999919,0.988,0.81,4.340214887041511,2021-12-25_092514
282.86582857142855,0.988,0.49,3.4545485764673414,2021-12-25_095817
-42.82114285714387,0.988,0.21,3.467599465689904,2021-12-25_103142
265.26890714285827,0.988,0.16,3.9844408231901127,2021-12-25_114619
-251.33427142857312,0.988,0.11,4.125204909411982,2021-12-25_122452
430.68440714285754,0.988,0.97,5.041835120539849,2021-12-25_125742
180.5764357142874,0.988,0.26,4.1284786774724695,2021-12-25_134158
-228.81424285714562,0.988,0.11,3.519644878164508,2021-12-25_141514
63.004328571429575,0.988,0.83,4.034959997225685,2021-12-25_144812
211.50812142857035,0.988,0.18,4.3018430854257845,2021-12-25_152644
-258.48952857142865,0.988,0.11,3.1607094796482897,2021-12-25_161037
-6.731978571430002,0.988,0.12,3.9108228006375634,2021-12-25_164423
180.0222142857138,0.988,0.13,4.579777771153935,2021-12-25_171722
-125.67161428571593,0.988,0.11,3.342198233785489,2021-12-25_182629
77.87351428571581,0.988,0.45,3.4251039948725026,2021-12-25_190446
-239.50178571428702,0.988,0.11,3.243342963483448,2021-12-25_194320
-44.43559285714353,0.988,0.25,3.5687419559631817,2021-12-25_201627
179.70606428571278,0.988,0.25,3.7661084933128497,2021-12-25_204939
-271.2161642857154,0.988,0.11,3.2338139641371013,2021-12-25_212801
-29.66675000000221,0.988,0.14,3.885424956013561,2021-12-25_220102
222.17509285714164,0.988,0.18,4.582196549485654,2021-12-25_223410
19.211757142859,0.988,0.84,3.278921733207803,2021-12-25_234917
126.78679285714331,0.988,0.65,3.3439577831759455,2021-12-26_002228
-206.95555000000186,0.988,0.16,2.911832536048993,2021-12-26_005556
-214.0970571428574,0.988,0.11,3.528065680014084,2021-12-26_012910
196.47364285714286,0.988,0.17,3.997978375331492,2021-12-26_020225
-163.2731214285722,0.988,0.11,15.145144607938498,2021-12-26_023530
-19.442914285713123,0.988,0.5,4.012184750791792,2021-12-26_030912
167.36752857142812,0.988,0.19,3.824598074915189,2021-12-26_034730
-249.4232500000001,0.988,0.11,3.208434982225368,2021-12-26_042553
-23.28497857142867,0.988,0.12,3.784236580353393,2021-12-26_045909
110.47966428571486,0.988,0.25,4.000816986620714,2021-12-26_054247
-217.63109999999833,0.988,0.19,3.847317693503118,2021-12-26_064153
103.46268571428641,0.988,0.54,3.550731813791016,2021-12-26_072014
-306.1560071428574,0.988,0.11,2.751339987718855,2021-12-26_075314
-122.82492142857174,0.988,0.11,3.3541880727428763,2021-12-26_082715
218.2109071428578,0.988,0.42,3.817943684831527,2021-12-26_090547
-10.472842857142776,0.988,0.15,3.7550700155840033,2021-12-26_101510
-348.6392214285716,0.988,0.11,3.172600010838948,2021-12-26_111435
105.90160000000022,0.988,0.96,3.959775308131155,2021-12-26_114735
431.73907857142973,0.988,0.91,2.6117039452124526,2021-12-26_122040
-276.97712857142983,0.988,0.11,3.2754952115375566,2021-12-26_125346
-17.05512857142875,0.988,0.93,4.080275827646877,2021-12-26_133202
220.01240000000018,0.988,0.34,4.080281000288431,2021-12-26_142053
-229.09478571428545,0.988,0.11,4.014179673333901,2021-12-26_145347
-49.18434999999881,0.988,0.1,3.5837086800119073,2021-12-26_152700
143.8038571428591,0.988,0.29,4.255028737068639,2021-12-26_160510
-235.27057857142842,0.988,0.11,3.2202100249106573,2021-12-26_170929
298.8240928571436,0.988,0.79,8.114252387126305,2021-12-26_174234
-218.35476428571283,0.988,0.14,3.1781709163097656,2021-12-26_181550
-175.79557142856964,0.988,0.11,3.3260718082092264,2021-12-26_184920
204.60492857142938,0.988,0.5,4.197105471215065,2021-12-26_192720
-86.87607142857138,0.988,0.14,3.749772221151196,2021-12-26_202112
581.648114285714,0.988,0.98,6.364386992465894,2021-12-26_215122
346.1808357142842,0.988,0.93,3.35871408767066,2021-12-26_222440
-188.0640357142858,0.988,0.11,3.1896916876703063,2021-12-26_225809
171.8091714285704,0.988,0.91,5.236597031821351,2021-12-26_233120
220.90319285714278,0.988,0.72,3.247375742368844,2021-12-27_000414
-139.2195000000003,0.988,0.11,3.589394565904418,2021-12-27_003727
-58.71096428571512,0.988,0.32,3.691001105149226,2021-12-27_012114
46.86880714285663,0.988,0.18,4.157991405278663,2021-12-27_020958
-210.02342857142654,0.988,0.11,3.105874523146234,2021-12-27_030903
280.0644857142846,0.988,0.63,5.609528606858683,2021-12-27_034231
-158.5592142857162,0.988,0.32,2.906479544091599,2021-12-27_041534
-106.91375000000129,0.988,0.11,3.411537921488564,2021-12-27_044839
445.14224285714243,0.988,0.72,7.847920638192413,2021-12-27_052221
377.71333571428613,0.988,0.93,5.804409783230047,2021-12-27_061059
248.84717857142718,0.988,0.53,3.3411868353985494,2021-12-27_064409
-88.35581428571454,0.988,0.11,3.4698464717517985,2021-12-27_071714
465.50663571428504,0.988,0.65,5.799633675388454,2021-12-27_075046
168.50722857142839,0.988,0.09,3.4123452024199876,2021-12-27_082403
-21.23290000000043,0.988,0.1,4.557078670577544,2021-12-27_085709
-78.35790714285542,0.988,0.34,3.122464267780372,2021-12-27_100128
-24.9175357142854,0.988,0.45,3.5098665568238774,2021-12-27_103510
248.06712142857248,0.988,0.94,5.422109861553011,2021-12-27_111335
161.48456428571407,0.988,0.62,3.161209050350952,2021-12-27_114654
-79.97287142857263,0.988,0.13,3.7944739210499145,2021-12-27_122005
752.8876571428568,0.988,0.96,6.934584366660553,2021-12-27_125319
180.24676428571294,0.988,0.56,3.3938313688676818,2021-12-27_132628
-86.74879285714358,0.988,0.11,3.489172767359262,2021-12-27_135924
-14.558528571429134,0.988,0.65,4.029581752981116,2021-12-27_144257
120.89120714285859,0.988,0.3,4.382838367394368,2021-12-27_153145
